cnpj_cia;cd_cvm;denom_social;denom_comerc;dt_const;setor_ativ;sit_emissor;controle_acionario;logradouro;compl;bairro;mun;uf;cep;auditor;descricao;site;ticker
43.514.079/0001-81;27243;CLI SUL S.A.;CLI SUL S.A.;2021-09-14;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida das Nações Unidas, nº 10989;Conjunto 142;Brooklin Paulista;SÃO PAULO;SP;4578900.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Exploração de terminal Portuário;https://cli-br.com/;
12.420.164/0001-57;25682;CM HOSPITALAR S.A;CM HOSPITALAR S.A;2010-08-09;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Avenida Luiz Maggioni, nº 2.727;-;Distrito Empresarial;RIBEIRÃO PRETO;SP;14072055.0;KPMG AUDITORES INDEPENDENTES LTDA.;Distribuição e comércio atacadista de produtos para saúde, incluindo medicamentos, produtos médico-hospitalares e laboratoriais vacinas para uso humano dietas e leites nutricionais cosméticos.;https://ri.viveo.com.br;['VVEO3']
61.080.313/0001-91;4448;COBRASMA SA;COBRASMA S/A;1944-09-19;Máquinas, Equipamentos, Veículos e Peças;FASE OPERACIONAL;PRIVADO;Rua Professor Luis Eulalio de Bueno Vidigal 131;;Centro;OSASCO;SP;6093085.0;MACSO LEGATE AUDITORES INDEPENDENTES;Construção e Reparação de Material Ferroviário;www.cobrasma.com.br;
02.800.026/0001-40;17973;COGNA EDUCAÇÃO S.A.;KROTON EDUCACIONAL S.A.;1998-08-26;Educação;FASE OPERACIONAL;PRIVADO;Rua dos Guajajaras, nº 591;4º andar, sala 1;Lourdes;BELO HORIZONTE;MG;30180101.0;KPMG AUDITORES INDEPENDENTES LTDA.;A Companhia tem por objeto a participação, como sócia ou acionista, em sociedades que explorem a administração de atividades de educação.;http://ri.cogna.com.br/;['COGN3']
25.369.840/0001-57;26280;COMERC PARTICIPAÇÕES S.A.;;2016-07-15;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Avenida Juscelino Kubitschek, 1.909 - 21° andar;sala 05, torre norte;Vila Nova Conceição;SÃO PAULO;SP;4543907.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Partic. em outras soc. no setor de energia, infraest. e afins prestação de serviços de consult. e gerenciamento de energia elétrica de consumidores livres e compra, import.,export.,venda de energia;ri.comerc.com.br;
60.730.348/0001-66;3654;COMPANHIA  MELHORAMENTOS DE SÃO PAULO;MELHORAMENTOS;1967-11-30;Papel e Celulose;FASE OPERACIONAL;PRIVADO;Rua Tito;479;Vila Romana;SÃO PAULO;SP;5051000.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;;http://www.melhoramentos.com.br;
61.409.892/0001-73;25984;COMPANHIA BRASILEIRA DE ALUMINIO;;1941-12-12;Extração Mineral;FASE OPERACIONAL;PRIVADO;Avenida Engenheiro Luiz Carlos Berrini, nº 105;14 parte, cj. 141;Cidade Monções;SÃO PAULO;SP;4571900.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Extração de minério de alumínio, serviços de usinagem, caldeira e montagem de maquinário.;www.cba.com.br/ri;['CBAV3']
47.508.411/0001-56;14826;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;PÃO DE AÇÚCAR;1981-11-11;Comércio (Atacado e Varejo);FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Luís Antônio, 3142;-;Jardim Paulista;SÃO PAULO;SP;1402901.0;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;Comércio Varejista;www.gpari.com.br;['PCAR3']
08.560.444/0001-93;21393;COMPANHIA CELG DE PARTICIPAÇÕES - CELGPAR;CELGPAR;2006-12-04;Energia Elétrica;FASE OPERACIONAL;ESTATAL HOLDING;Rua 88-A, Quadra F-37, Lote 13, nº 116, CEP 74085-020;;Setor Sul;GOIÂNIA;GO;74805080.0;CONVICTA AUDITORES INDEPENDENTES S/S LTDA.;Participação em outras sociedades como acionista ou sócio-cotista e, ainda, a explotação direta ou indireta de serviços de energia elétrica.;https://ri.celgpar.com/;['GPAR3']
07.040.108/0001-57;18546;COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE;CAGECE;1971-07-21;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;ESTATAL;AV. LAURO VIEIRA CHAVES;1030;VILA UNIAO;FORTALEZA;CE;60422901.0;RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S;Captação, tratamento e distribuição de água;www.cagece.com.br;
17.245.234/0001-00;3077;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA;1883-04-02;Têxtil e Vestuário;FASE OPERACIONAL;PRIVADO;Rua Paraíba, 330;9º Andar;Funcionários;BELO HORIZONTE;MG;30130917.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Indústria têxtil;www.cedro.com.br;['CEDO3', 'CEDO4']
22.261.473/0001-85;25178;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;;1986-07-15;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;ESTATAL;Avenida Barbacena, 1200;7o andar;Santo Agostinho;BELO HORIZONTE;MG;30190131.0;KPMG AUDITORES INDEPENDENTES LTDA.;Exploração dos serviços públicos de distribuição de gás canalizado, aquisição, armazenamento, transporte, transmissão, distribuição e comercialização de gás combustível ou de subprodutos e derivados.;www.gasmig.com.br;
61.856.571/0001-17;15636;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS;1968-11-11;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, 3732;27º andar;Itaim Bibi;SÃO PAULO;SP;4538132.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Setor de atividade: Utilidade Pública: Distribuição de gás natural canalizado.;www.comgas.com.br;['CGAS3', 'CGAS5']
10.215.988/0001-60;22691;COMPANHIA DE LOCAÇÃO DAS AMERICAS;LOCAMERICA;2008-07-18;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Bernardo de Vasconcelos, 377;;Cachoeirinha;BELO HORIZONTE;MG;31150000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A Companhia tem por objeto a atividade de locação de veículos nacionais e importados com ou sem motorista.;www.localiza.com;['LCAM3']
17.281.106/0001-03;19445;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;COPASA MG;1963-07-05;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;ESTATAL;Rua Mar de Espanha;525;Bairro Santo Antonio;BELO HORIZONTE;MG;30330900.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;Planejar, executar, ampliar, remodelar e explorar serviços públicos de saneamento básico, envolvendo abastecimento de água potável, esgotamento sanitário e limpeza urbana e manejo de resíduos sólidos.;www.copasa.com.br;['CSMG3']
62.070.362/0001-06;27065;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;1968-04-24;Serviços Transporte e Logística;FASE OPERACIONAL;ESTATAL;Rua Boa Vista, 175;Bloco B;Centro;SÃO PAULO;SP;1014920.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;É responsável pela operação e expansão de rede metroviária, planejamento de transporte metropolitano de passageiros da Região Metropolitana de São Paulo.;www.metro.sp.gov.br;
00.070.698/0001-11;14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;1968-12-16;Energia Elétrica;FASE OPERACIONAL;ESTATAL;SGAN Quadra 601, Bloco H, Salas 2010 a 2023;Edifício ÍON;Asa Norte;BRASÍLIA;DF;70830010.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA;www.ceb.com.br;['CEBR3', 'CEBR6', 'CEBR5']
28.925.264/0001-75;24422;COMPANHIA ENERGÉTICA JAGUARA;COMPANHIA ENERGÉTICA JAGUARA;2017-10-09;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Paschoal Apostolo Pitsica, 5064;;Agronomica;FLORIANÓPOLIS;SC;88025255.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Jaguara.;www.engie.com.br/investidores/companhia-energetica-jaguara;
28.942.127/0001-49;24430;COMPANHIA ENERGÉTICA MIRANDA;COMPANHIA ENERGÉTICA MIRANDA;2017-10-09;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Paschoal Apostolo Pitsica, 5064;;Agronomica;FLORIANÓPOLIS;SC;88025255.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;A principal atividade da Companhia é a geração de energia elétrica mediante a operação da Usina Hidrelétrica Miranda.;www.engie.com.br/investidores/companhia-energetica-miranda;
19.527.586/0001-75;24155;COMPANHIA ENERGÉTICA SINOP S.A.;COMPANHIA ENERGÉTICA SINOP S.A.;2013-10-28;Energia Elétrica;FASE PRÉ-OPERACIONAL;PRIVADO;Avenida dos Flamboyants, 684;;Jardim Botânico;SINOP;MT;78556024.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A Companhia tem como objeto social único e exclusivo a construção, implantação, operação,manutenção e exploração comercial da Usina Hidrelétrica Sinop pelo prazo de concessãoconcedida pela ANEEL.;https://ri.sinopenergia.com.br;
39.881.421/0001-04;27154;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;CIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;2020-10-13;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Avenida Joaquim Porto Villanova, nº 201;7º andar, sala 723;Jardim do Salso;PORTO ALEGRE;RS;91410400.0;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;Geração de Energia Elétrica.;https://ri.ceeegeracao.com.br;
19.526.748/0001-50;3395;COMPANHIA INDUSTRIAL CATAGUASES;COMPANHIA INDUSTRIAL CATAGUASES;1936-11-12;Têxtil e Vestuário;FASE OPERACIONAL;PRIVADO;Praça José Inácio Peixoto;28;Vila Tereza;CATAGUASES;MG;36772900.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;indústria têxtil e a comercialização de fios e tecidos em geral e produtos intermediários têxteis.;www.cataguases.com.br;['CATA3']
21.254.073/0001-80;3450;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;INDL ITAUNENSE;1911-05-01;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua João Cerqueira Lima;133;Centro;ITAÚNA;MG;35680063.0;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;(a) atividade imobiliária de imóveis próprios (6810-2) (b) aluguel e arrendamento de imóveis próprios (6810-2) (c) comercialização de energia elétrica (d) geração de energia (e) transmissão de ene;www.companhiaitaunense.com.br;
76.483.817/0001-20;14311;COMPANHIA PARANAENSE DE ENERGIA COPEL;COPEL;1954-10-26;Energia Elétrica;FASE OPERACIONAL;ESTATAL HOLDING;Rua José Izidoro Biazetto, nº 158;Bloco A;Mossunguê;CURITIBA;PR;81200240.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Geração, Transmissão, Comercialização e Distribuição de Energia Elétrica;http://ri.copel.com/;['CPLE3', 'CPLE6', 'CPLE5']
33.050.196/0001-88;3824;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;CPFL;1912-01-01;Energia Elétrica;FASE OPERACIONAL;PRIVADO;Rua Jorge de Figueiredo Correa, nº 1.632;(parte);Jd. Profª Tarcilia;CAMPINAS;SP;13087397.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Prestação de Serviço Público de Distribuição de Energia Elétrica;www.cpfl.com.br;
11.274.829/0001-07;22080;COMPANHIA PAULISTA DE SECURITIZAÇÃO;COMPANHIA PAULISTA DE SECURITIZAÇÃO;2009-10-15;Securitização de Recebíveis;FASE OPERACIONAL;ESTATAL;Avenida Rangel Pestana, nº 300;9º andar;Centro;SÃO PAULO;SP;1017911.0;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;Aquisição de direitos creditórios e estruturação e implementação de operações que envolvam a emissão de valores mobiliários, tais como debêntures, de emissão pública ou privada.;https://portal.fazenda.sp.gov.br/institucional/paginas/cpsec.aspx;
27.137.879/0001-74;24147;COMPANHIA SEC. DE CRÉDITOS FIN. CARTÕES CONSIGNADOS BMG;COMPANHIA SEC. DE CRÉDITOS FIN. CARTÕES CONSIGNADOS BMG;2017-02-03;Securitização de Recebíveis;FASE PRÉ-OPERACIONAL;PRIVADO;Rua Cardeal Arcoverde, 2365;7º andar;Pinheiros;SÃO PAULO;SP;5407003.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;;;
87.762.563/0001-03;3298;COMPANHIIA HABITASUL DE PARTICIPAÇÕES;CIA HABITASUL DE PARTICIPAÇÕES;1981-09-28;Crédito Imobiliário;FASE OPERACIONAL;PRIVADO;Av. Carlos Gomes, n° 400, Ed. João Benjamim Zaffari;sala 505;Bairro Boa Vista;PORTO ALEGRE;RS;90480900.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Participação em sociedades, civis ou comerciais prestação de serviços técnicos de planejamento, organização e estruturação de empresas ou grupos empresariais.;www.habitasul.com.br;['HBTS5']
21.389.501/0001-81;25127;COMPASS GÁS E ENERGIA S.A.;COMPASS GÁS E ENERGIA S.A.;2014-11-12;Saneamento, Serv. Água e Gás;FASE OPERACIONAL;PRIVADO;Avenida Brigadeiro Faria Lima, nº 4.100;4º andar, Sala 5;Itaim Bibi;SÃO PAULO;SP;4538132.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Holding de empresas do setor de gás combustível ou de subprodutos e derivados, bem como de água e energia elétrica.;http://www.compassbr.com/;['PASS3', 'PASS5', 'PASS6']
10.678.505/0001-63;22721;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;CONCESSIONARIA RODOVIAS TIETE SA;2009-02-19;Serviços Transporte e Logística;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;PRIVADO;Rod. Comendador Mario Dedini, km 108 + 600 mts;Caixa Postal 02;Rodovia;SALTO;SP;13320970.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;;www.rodoviasdotiete.com.br;
15.578.569/0001-06;23515;CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;;2012-05-08;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia Hélio Smidt, Aeroporto Internacional de São Paulo;s/nº;Cumbica;GUARULHOS;SP;7190100.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;Concessão Aeroportuária;www.gru.com.br;
18.572.225/0001-88;23868;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;2015-12-14;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;RUA CAIAPIA, 86;QD. E5 LOTE 5;ALPHAVILLE EMPRESAR.;GOIÂNIA;GO;74884554.0;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;52.21-4-00 - Concessionárias de rodovias, pontes, túneis e serviços relacionados;www.triunfoconcebra.com.br;
10.324.624/0001-18;22144;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA;METRÔRIO;2008-08-20;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Presidente Vargas n° 2000 e 2700;Centro Adm.;Centro;RIO DE JANEIRO;RJ;20210031.0;KPMG AUDITORES INDEPENDENTES LTDA.;Prestação de serviços de transporte metroviário na cidade do Rio de Janeiro/atividades correlatas/participação no capital de outras sociedades.;http://ri.metrorio.com.br/;
10.531.501/0001-58;22268;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;2008-11-12;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;17018002.0;KPMG AUDITORES INDEPENDENTES LTDA.;;http://www.cartsp.com.br/;
19.726.048/0001-00;23892;CONCESSIONÁRIA BR-040 S.A.;CONCESSIONÁRIA BR-040 S.A.;2015-12-16;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Avenida Niágara;nº 350;Jardim Canadá;NOVA LIMA;MG;34007652.0;MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.;Exploração do pedágio, operação, manutenção e exploração dos trechos rodoviários da BR-040/DF/GO/MG.;http://www.via040.invepar.com.br;
36.763.716/0001-98;26859;CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;2020-03-11;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Silvio Burigo;nº 555;Bairro Oficinas;TUBARÃO;SC;88702500.0;KPMG AUDITORES INDEPENDENTES LTDA.;;www.ccrviacosteira.com.br;
08.822.767/0001-08;24104;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;2007-05-16;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Joaquim André;nº 361;Santa Clara;DIVINÓPOLIS;MG;35500712.0;KPMG AUDITORES INDEPENDENTES LTDA.;Exploração do Sistema Rodoviário da malha composta pela Rodovia MG-050, trecho entroncamento BR 262 (Juatuba), Itaúna, Divinópolis, Formiga, Piumhi, Passos, São Sebastiãodo Paraíso - Rodovia BR 265.;https://viaappia.com.br/vianascentes/;
10.841.050/0001-55;22411;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A;2009-04-27;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia Ayrton Senna , S/N Km 32- Pista Oeste;;Itaquaquecetuba;SÃO PAULO;SP;8578010.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Concessão e exploração de rodovias.;www.ecopistas.com.br;
32.161.500/0001-00;25356;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;CONCESSÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;2018-11-21;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Paraná, nº 2435;;Navegantes;PORTO ALEGRE;RS;90240600.0;KPMG AUDITORES INDEPENDENTES LTDA.;;www.ccrviasul.com.br;
19.642.306/0001-70;23833;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;2014-01-21;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;CAMPO GRANDE;MS;79065660.0;KPMG AUDITORES INDEPENDENTES LTDA.;Concessão de Rodovias.;www.msvia.com.br/ri;
03.207.703/0001-83;21849;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;INTERVIAS;1999-05-28;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO HOLDING;Via Anhanguera;km 168;Jd. Sobradinho;ARARAS;SP;13602004.0;KPMG AUDITORES INDEPENDENTES LTDA.;;;
49.314.049/0001-08;27464;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;2023-01-13;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Marlene David dos Santos, nº 325;;Jardim Paraiso;MATÃO;SP;15991360.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;A realização, sob regime de concessão, da exploração da infraestrutura e da prestação de serviços públicos, conforme Concorrência Internacional No. 02/2022 da Agência de Transp Estado São Paulo ARTESP;https://www.econoroeste.com.br/;
02.451.848/0001-62;20192;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;1998-05-01;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;JUNDIAÍ;SP;13209500.0;KPMG AUDITORES INDEPENDENTES LTDA.;Concessão Rodoviária;www.autoban.com.br;
44.319.688/0001-42;27421;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;2021-11-10;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia Presidente Dutra, nº 0, Km 184,3;;Morro Grande;SANTA ISABEL;SP;7500000.0;KPMG AUDITORES INDEPENDENTES LTDA.;Prestadora de serviços de recuperação, operação, manutenção, monitoração, conservação, entre São Paulo e Rio de Janeiro, por meio de concessões de rodovias, pontes, túneis e serviços relacionados.;www.ccrriosp.com.br;
15.090.690/0001-94;26638;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;2011-12-13;Serviços Transporte e Logística;FASE PRÉ-OPERACIONAL;PRIVADO;Avenida Juscelino Kubitschek, Qd. 19, Lote 01,08;Ed. Gênzesis, 5º and;Jundiaí;ANÁPOLIS;GO;75110390.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;"A realização, sob regime de concessão, da exploração da infraestrutura e da prestação de serviços públicos, conforme Edital de Concessão 01/2021 da Agência Nacional de Transportes Terrestres (""ANTT"").";https://www.ecoviasdoaraguaia.com.br/;
35.593.905/0001-05;26581;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;2019-10-14;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Sintra;50;Granja Marileusa;UBERLÂNDIA;MG;38406643.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;"A realização, sob regime de concessão, da prestação de serviços públicos, conforme Edital de Concessão 01/2019, da Agência Nacional de Transportes Terrestres (""ANTT"").";https://www.ecoviasdocerrado.com.br/;
02.509.491/0001-26;20397;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOVIAS DOS IMIGRANTES;1998-05-01;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia dos Imigrantes, s/nº km 28,5;;Jardim Represa;SÃO BERNARDO DO CAMPO;SP;9845000.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Concessão e exploração de rodovias;www.ecovias.com.br;
22.163.297/0001-49;24139;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;2015-03-24;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua Mário Neves;Nr.01;Ilha da Conceição;NITERÓI;RJ;24050290.0;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;Concessão e Exploração de Rodovias;www.ecoponte.com.br;
00.938.574/0001-05;19208;CONCESSIONARIA RIO-TERESOPOLIS SA;CRT SA;1995-11-07;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rua do Passeio, nº 38;15° andar;Centro;RIO DE JANEIRO;RJ;20021290.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Administração, Operação e Conservação de Rodovia;www.rioteresopolis.com.br;['CRTE3', 'CRTE3']
48.127.012/0001-08;27537;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;2022-09-13;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Avenida Maranhão;n.º 1666;Umuarama;UBERLÂNDIA;MG;38405318.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;"A exploração, sob regime de concessão, do complexo rodoviário ""Triangulo Mineiro"", conforme Edital de Concessão da Concorrência Internacional n.º 002/2021 da SEINFRA.";https://eprtriangulo.com.br/;
10.647.979/0001-48;22071;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;2009-02-09;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Rodovia Dom Pedro I (SP-065), Km 110 + 400, Pista Sul.;s/n;Sítio da Moenda;ITATIBA;SP;13252800.0;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;Exploração, sob o regime de concessão, do sistema rodoviário constituído pela malha rodoviária estadual do Corredor Dom Pedro I;https://ri.rotadasbandeiras.com.br/;
41.886.692/0001-02;27294;CONCESSIONARIA ROTA DE SANTA MARIA S.A;CONCESSIONARIA ROTA DE SANTA MARIA S.A;2021-06-14;Serviços Transporte e Logística;FASE OPERACIONAL;PRIVADO;Av. independência, 3284;;Renascença;SANTA CRUZ DO SUL;RS;96816250.0;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;Concessionária de Rodovias, pontes e serviços relacionados;www.rotadesantamaria.com.br;
